	publication	category	short_list	title_CR	link
0	medRxiv	Infectious Diseases	Arvind Gharbharan,  Carlijn C.E. Jordans,  Corine GeurtsvanKessel, ...	Convalescent Plasma for COVID-19. A randomized clinical trial	https://www.medRxiv.org/content/10.1101/2020.07.01.20139857v1.article-metrics
35	medRxiv	Infectious Diseases	Maria Mateos Gonzalez,  Elena Sierra Gonzalo,  Irene Casado Lopez, ...	The Prognostic Value of Eosinophil Recovery in COVID-19: A Multicentre, Retrospective Cohort Study on Patients Hospitalised in Spanish Hospitals.	https://www.medRxiv.org/content/10.1101/2020.08.18.20172874v1.article-metrics
116	medRxiv	Infectious Diseases	Faiq I. Gorial,  Sabeeh Mashhadani,  Hend M Sayaly, ...	Effectiveness of Ivermectin as add-on Therapy in COVID-19 Management (Pilot Trial)	https://www.medRxiv.org/content/10.1101/2020.07.07.20145979v1.article-metrics
106	medRxiv	Infectious Diseases	Ashish Goyal,  Daniel B Reeves,  E. Fabian Cardozo-Ojeda, ...	Wrong person, place and time: viral load and contact network structure predict SARS-CoV-2 transmission and super-spreading events	https://www.medRxiv.org/content/10.1101/2020.08.07.20169920v1.article-metrics
43	medRxiv	Infectious Diseases	Richard Grewelle,  Giulio De Leo,  Hannah E Brindle, ...	Estimating the Global Infection Fatality Rate of COVID-19	https://www.medRxiv.org/content/10.1101/2020.05.11.20098780v1.article-metrics
77	medRxiv	Infectious Diseases	Rishi K Gupta,  Michael Marks,  Thomas H. A. Samuels, ...	Systematic evaluation and external validation of 22 prognostic models among hospitalised adults with COVID-19: An observational cohort study	https://www.medRxiv.org/content/10.1101/2020.07.24.20149815v1.article-metrics
52	medRxiv	Infectious Diseases	Clayton B Hess,  Zachary S Buchwald,  William Stokes, ...	Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia	https://www.medRxiv.org/content/10.1101/2020.07.11.20147793v1.article-metrics
75	medRxiv	Infectious Diseases	Clayton B Hess,  Zachary S Buchwald,  William Stokes, ...	Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia: Planned Day-7 Interim Analysis of a Registered Clinical Trial	https://www.medRxiv.org/content/10.1101/2020.06.03.20116988v1.article-metrics
110	medRxiv	Infectious Diseases	Peter Horby,  Marion Mafham,  Louise Linsell, ...	Effect of Hydroxychloroquine in Hospitalized Patients with COVID-19: Preliminary results from a multi-centre, randomized, controlled trial.	https://www.medRxiv.org/content/10.1101/2020.07.15.20151852v1.article-metrics
3	medRxiv	Infectious Diseases	Lydia Horndler,  Pilar Delgado,  Ivaylo Balabanov, ...	FLOW CYTOMETRY MULTIPLEXED METHOD FOR THE DETECTION OF NEUTRALIZING HUMAN ANTIBODIES TO THE NATIVE SARS-CoV-2 SPIKE PROTEIN	https://www.medRxiv.org/content/10.1101/2020.08.24.20180661v1.article-metrics
7	medRxiv	Infectious Diseases	Patrick F Horve,  Leslie Dietz,  Mark Fretz, ...	Identification of SARS-CoV-2 RNA in Healthcare Heating, Ventilation, and Air Conditioning Units	https://www.medRxiv.org/content/10.1101/2020.06.26.20141085v1.article-metrics
46	medRxiv	Infectious Diseases	Catherine Houlihan,  Nina Vora,  Thomas Byrne, ...	SARS-CoV-2 virus and antibodies in front-line Health Care Workers in an acute hospital in London: preliminary results from a longitudinal study	https://www.medRxiv.org/content/10.1101/2020.06.08.20120584v1.article-metrics
124	medRxiv	Infectious Diseases	Angkana T. Huang,  Bernardo Garcia-Carreras,  Matt D.T. Hitchings, ...	A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease	https://www.medRxiv.org/content/10.1101/2020.04.14.20065771v1.article-metrics
122	medRxiv	Infectious Diseases	Paul Raymond Hunter,  Felipe Colon-Gonzalez,  Julii Suzanne Brainard, ...	Impact of non-pharmaceutical interventions against COVID-19 in Europe: a quasi-experimental study	https://www.medRxiv.org/content/10.1101/2020.05.01.20088260v1.article-metrics
2	medRxiv	Infectious Diseases	Jillian H. Hurst,  Sarah M. Heston,  Hailey N. Chambers, ...	SARS-CoV-2 Infections Among Children in the Biospecimens from Respiratory Virus-Exposed Kids (BRAVE Kids) Study	https://www.medRxiv.org/content/10.1101/2020.08.18.20166835v1.article-metrics
9	medRxiv	Infectious Diseases	John Ioannidis,  John Beggs,  Joao Pedro Bidart, ...	The infection fatality rate of COVID-19 inferred from seroprevalence data	https://www.medRxiv.org/content/10.1101/2020.05.13.20101253v1.article-metrics
154	medRxiv	Infectious Diseases	Andrew Ip,  Jaeil Ahn,  Yizhao Zhou, ...	Hydroxychloroquine in the treatment of outpatients with mildly symptomatic COVID-19: A multi-center observational study	https://www.medRxiv.org/content/10.1101/2020.08.20.20178772v1.article-metrics
153	medRxiv	Infectious Diseases	Anita S Iyer,  Forrest K Jones,  Ariana Nodoushania, ...	Dynamics and significance of the antibody response to SARS-CoV-2 infection	https://www.medRxiv.org/content/10.1101/2020.07.18.20155374v1.article-metrics
97	medRxiv	Infectious Diseases	Damien Jacot,  Gilbert Greub,  Katia Jaton, ...	Viral load of SARS-CoV-2 across patients and compared to other respiratory viruses	https://www.medRxiv.org/content/10.1101/2020.07.15.20154518v1.article-metrics
143	medRxiv	Infectious Diseases	Phillip James,  David Stoddart,  Eoghan D Harrington, ...	LamPORE: rapid, accurate and highly scalable molecular screening for SARS-CoV-2 infection, based on nanopore sequencing	https://www.medRxiv.org/content/10.1101/2020.08.07.20161737v1.article-metrics
58	medRxiv	Infectious Diseases	Terry C Jones,  Barbara Mühlemann,  Talitha Veith, ...	An analysis of SARS-CoV-2 viral load by patient age	https://www.medRxiv.org/content/10.1101/2020.06.08.20125484v1.article-metrics
39	medRxiv	Infectious Diseases	Michael J Joyner,  Stephen A Klassen,  Jonathon Senefeld, ...	Evidence favouring the efficacy of convalescent plasma for COVID-19 therapy	https://www.medRxiv.org/content/10.1101/2020.07.29.20162917v1.article-metrics
114	medRxiv	Infectious Diseases	Michael J Joyner,  Jonathon W Senefeld,  Stephen A Klassen, ...	Effect of Convalescent Plasma on Mortality among Hospitalized Patients with COVID-19: Initial Three-Month Experience	https://www.medRxiv.org/content/10.1101/2020.08.12.20169359v1.article-metrics
119	medRxiv	Infectious Diseases	Jeroen J.A. van Kampen,  David A.M.C. van de Vijver,  Pieter L.A. Fraaij, ...	Shedding of infectious virus in hospitalized patients with coronavirus disease-2019 (COVID-19): duration and key determinants	https://www.medRxiv.org/content/10.1101/2020.06.08.20125310v1.article-metrics
59	medRxiv	Infectious Diseases	Samantha B Kasloff,  James E Strong,  Duane Funk, ...	Stability of SARS-CoV-2 on Critical Personal Protective Equipment	https://www.medRxiv.org/content/10.1101/2020.06.11.20128884v1.article-metrics
34	medRxiv	Infectious Diseases	Hitoshi Kawasuji,  Yusuke Takegoshi,  Makito Kaneda, ...	Viral load dynamics in transmissible symptomatic patients with COVID-19	https://www.medRxiv.org/content/10.1101/2020.06.02.20120014v1.article-metrics
87	medRxiv	Infectious Diseases	Domagoj Kifer,  Dario Bugada,  Judit Villar-Garcia, ...	Effects of environmental factors on severity and mortality of COVID-19	https://www.medRxiv.org/content/10.1101/2020.07.11.20147157v1.article-metrics
47	medRxiv	Infectious Diseases	Ilkay Cisil Koksaldi,  Recep Erdem Ahan,  Sila Kose, ...	SARS-CoV-2 detection with de novo designed synthetic riboregulators	https://www.medRxiv.org/content/10.1101/2020.07.28.20164004v1.article-metrics
66	medRxiv	Infectious Diseases	Shengjie Lai,  Nick W Ruktanonchai,  Liangcai Zhou, ...	Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak: an observational and modelling study	https://www.medRxiv.org/content/10.1101/2020.03.03.20029843v1.article-metrics
128	medRxiv	Infectious Diseases	Daniel B Larremore,  Bryan Wilder,  Evan Lester, ...	Surveillance testing of SARS-CoV-2	https://www.medRxiv.org/content/10.1101/2020.06.22.20136309v1.article-metrics
108	medRxiv	Infectious Diseases	Ria Lassaunière,  Anders Frische,  Zitta B Harboe, ...	Evaluation of nine commercial SARS-CoV-2 immunoassays	https://www.medRxiv.org/content/10.1101/2020.04.09.20056325v1.article-metrics
60	medRxiv	Infectious Diseases	Frank H. Lau,  Rinku Majumder,  Radbeh Torabi, ...	Vitamin D Insufficiency is Prevalent in Severe COVID-19	https://www.medRxiv.org/content/10.1101/2020.04.24.20075838v1.article-metrics
112	medRxiv	Infectious Diseases	Andrew T Levin,  Gideon Meyerowitz-Katz,  Nana Owusu-Boaitey, ...	ASSESSING THE AGE SPECIFICITY OF INFECTION FATALITY RATES FOR COVID-19: META-ANALYSIS & PUBLIC POLICY IMPLICATIONS	https://www.medRxiv.org/content/10.1101/2020.07.23.20160895v1.article-metrics
63	medRxiv	Infectious Diseases	Ethan Li,  Adam Larson,  Anestha Kothari, ...	Handyfuge-LAMP: low-cost and electricity-free centrifugation forisothermal SARS-CoV-2 detection in saliva.	https://www.medRxiv.org/content/10.1101/2020.06.30.20143255v1.article-metrics
69	medRxiv	Infectious Diseases	Yuguo Li,  Hua Qian,  Jian Hang, ...	Evidence for probable aerosol transmission of SARS-CoV-2 in a poorly ventilated restaurant	https://www.medRxiv.org/content/10.1101/2020.04.16.20067728v1.article-metrics
22	medRxiv	Infectious Diseases	Sean T. H. Liu,  Hung-Mo Lin,  Ian Baine, ...	Convalescent plasma treatment of severe COVID-19: A matched control study	https://www.medRxiv.org/content/10.1101/2020.05.20.20102236v1.article-metrics
81	medRxiv	Infectious Diseases	Tao Liu,  Sanyun Wu,  Huangheng Tao, ...	Prevalence of IgG antibodies to SARS-CoV-2 in Wuhan -implications for the ability to produce long-lasting protective antibodies against SARS-CoV-2	https://www.medRxiv.org/content/10.1101/2020.06.13.20130252v1.article-metrics
120	medRxiv	Infectious Diseases	Maria Isabel F Lopes,  Leticia P Bonjorno,  Marcela C Giannini, ...	Beneficial effects of colchicine for moderate to severe COVID-19: an interim analysis of a randomized, double-blinded, placebo controlled clinical trial	https://www.medRxiv.org/content/10.1101/2020.08.06.20169573v1.article-metrics
151	medRxiv	Infectious Diseases	Carolina Lucas,  Patrick Wong,  Jon Klein, ...	Longitudinal immunological analyses reveal inflammatory misfiring in severe COVID-19 patients	https://www.medRxiv.org/content/10.1101/2020.06.23.20138289v1.article-metrics
147	medRxiv	Infectious Diseases	Zachary J. Madewell,  Yang Yang,  Ira M. Longini Jr., ...	Household transmission of SARS-CoV-2: a systematic review and meta-analysis of secondary attack rate	https://www.medRxiv.org/content/10.1101/2020.07.29.20164590v1.article-metrics
53	medRxiv	Infectious Diseases	Matthieu Mahevas,  Viet-Thi Tran,  Mathilde Roumier, ...	No evidence of clinical efficacy of hydroxychloroquine in patients hospitalized for COVID-19 infection with oxygen requirement: results of a study using routinely collected data to emulate a target trial	https://www.medRxiv.org/content/10.1101/2020.04.10.20060699v1.article-metrics
49	medRxiv	Infectious Diseases	Ling Mao,  Mengdie Wang,  Shanghai Chen, ...	Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study	https://www.medRxiv.org/content/10.1101/2020.02.22.20026500v1.article-metrics
11	medRxiv	Infectious Diseases	David O Meltzer,  Thomas J Best,  Hui Zhang, ...	Association of Vitamin D Deficiency and Treatment with COVID-19 Incidence	https://www.medRxiv.org/content/10.1101/2020.05.08.20095893v1.article-metrics
25	medRxiv	Infectious Diseases	Zhongji Meng,  Tongyu Wang,  Chen Li, ...	An experimental trial of recombinant human interferon alpha nasal drops to prevent coronavirus disease 2019 in medical staff in an epidemic area	https://www.medRxiv.org/content/10.1101/2020.04.11.20061473v1.article-metrics
149	medRxiv	Infectious Diseases	Nicholas R. Meyerson,  Qing Yang,  Stephen Kyle Clark, ...	A community-deployable SARS-CoV-2 screening test using raw saliva with 45 minutes sample-to-results turnaround	https://www.medRxiv.org/content/10.1101/2020.07.16.20150250v1.article-metrics
45	medRxiv	Infectious Diseases	Shelly L Miller,  William W Nazaroff,  Jose L Jimenez, ...	Transmission of SARS-CoV-2 by inhalation of respiratory aerosol in the Skagit Valley Chorale superspreading event	https://www.medRxiv.org/content/10.1101/2020.06.15.20132027v1.article-metrics
99	medRxiv	Infectious Diseases	Makoto Miyara,  Florence Tubach,  Valerie Martinez, ...	Low rate of daily smokers in patients with symptomatic COVID-19	https://www.medRxiv.org/content/10.1101/2020.06.10.20127514v1.article-metrics
136	medRxiv	Infectious Diseases	Daisuke Miyazawa,  Gen Kaneko	Face mask wearing rate predicts country's COVID-19 death rates	https://www.medRxiv.org/content/10.1101/2020.06.22.20137745v1.article-metrics
74	medRxiv	Infectious Diseases	Abdulrhman Mohana,  Tarek Suliman,  Nagla Mahmoud, ...	Hydroxychloroquine Safety Outcome within Approved Therapeutic Protocol for COVID-19 Outpatients in Saudi Arabia	https://www.medRxiv.org/content/10.1101/2020.08.16.20175752v1.article-metrics
29	medRxiv	Infectious Diseases	Mark J. Mulligan,  Kirsten E. Lyke,  Nicholas Kitchin, ...	Phase 1/2 Study to Describe the Safety and Immunogenicity of a COVID-19 RNA Vaccine Candidate (BNT162b1) in Adults 18 to 55 Years of Age: Interim Report	https://www.medRxiv.org/content/10.1101/2020.06.30.20142570v1.article-metrics
37	medRxiv	Infectious Diseases	Himadri Nath,  Abinash Mallick,  Subrata Roy, ...	Dengue antibodies can cross-react with SARS-CoV-2 and vice versa-Antibody detection kits can give false-positive results for both viruses in regions where both COVID-19 and Dengue co-exist	https://www.medRxiv.org/content/10.1101/2020.07.03.20145797v1.article-metrics
10	medRxiv	Infectious Diseases	Nobutoshi Nawa,  Jin Kuramochi,  Shiro Sonoda, ...	Seroprevalence of SARS-CoV-2 IgG Antibodies in Utsunomiya City, Greater Tokyo, after first pandemic in 2020 (U-CORONA): a household- and population-based study	https://www.medRxiv.org/content/10.1101/2020.07.20.20155945v1.article-metrics
84	medRxiv	Infectious Diseases	Anne M Neilan,  Elena Losina,  Audrey C. Bangs, ...	Clinical Impact, Costs, and Cost-Effectiveness of Expanded SARS-CoV-2 Testing in Massachusetts	https://www.medRxiv.org/content/10.1101/2020.07.23.20160820v1.article-metrics
89	medRxiv	Infectious Diseases	Ali S. Omrani,  Muna A. Almaslamani,  Joanne Daghfal, ...	The First Consecutive 5000 Patients with Coronavirus Disease 2019 from Qatar; a Nation-wide Cohort Study	https://www.medRxiv.org/content/10.1101/2020.07.15.20154690v1.article-metrics
15	medRxiv	Infectious Diseases	José A. Oteo,  Pedro Marco,  Luis Ponce de León, ...	A short therapeutic regimen based on hydroxychloroquine plus azithromycin for the treatment of COVID-19 in patients with non-severe disease. A strategy associated with a reduction in hospital admissions and complications.	https://www.medRxiv.org/content/10.1101/2020.06.10.20101105v1.article-metrics
40	medRxiv	Infectious Diseases	Isabel M Ott,  Madison S Strine,  Anne E Watkins, ...	Simply saliva: stability of SARS-CoV-2 detection negates the need for expensive collection devices	https://www.medRxiv.org/content/10.1101/2020.08.03.20165233v1.article-metrics
117	medRxiv	Infectious Diseases	Jasmina Panovska-Griffiths,  Cliff Kerr,  Robyn Margaret Stuart, ...	Determining the optimal strategy for reopening schools, work and society in the UK: balancing earlier opening and the impact of test and trace strategies with the risk of occurrence of a secondary COVID-19 pandemic wave	https://www.medRxiv.org/content/10.1101/2020.06.01.20100461v1.article-metrics
131	medRxiv	Infectious Diseases	Bruce K Patterson,  Harish Seethamraju,  Kush Dhody, ...	Disruption of the CCL5/RANTES-CCR5 Pathway Restores Immune Homeostasis and Reduces Plasma Viral Load in Critical COVID-19	https://www.medRxiv.org/content/10.1101/2020.05.02.20084673v1.article-metrics
93	medRxiv	Infectious Diseases	Colin Pawlowski,  Arjun Puranik,  Hari Bandi, ...	Exploratory analysis of immunization records highlights decreased SARS-CoV-2 rates in individuals with recent non-COVID-19 vaccinations	https://www.medRxiv.org/content/10.1101/2020.07.27.20161976v1.article-metrics
50	medRxiv	Infectious Diseases	Isaac Z Pugach,  Sofya Pugach,  Iroanya O. Onyekachi, ...	Strong Correlation Between Prevalence of Severe Vitamin D Deficiency and Population Mortality Rate from COVID-19 in Europe	https://www.medRxiv.org/content/10.1101/2020.06.24.20138644v1.article-metrics
127	medRxiv	Infectious Diseases	Hua Qian,  Te Miao,  Li LIU, ...	Indoor transmission of SARS-CoV-2	https://www.medRxiv.org/content/10.1101/2020.04.04.20053058v1.article-metrics
158	medRxiv	Infectious Diseases	Brian A Rabe,  Constance Cepko,  Yeela Talmor-Barkan, ...	SARS-CoV-2 Detection Using an Isothermal Amplification Reaction and a Rapid, Inexpensive Protocol for Sample Inactivation and Purification	https://www.medRxiv.org/content/10.1101/2020.04.23.20076877v1.article-metrics
62	medRxiv	Infectious Diseases	Pranay R Randad,  Nora Pisanic,  Kate Kruczynski, ...	COVID-19 serology at population scale: SARS-CoV-2-specific antibody responses in saliva	https://www.medRxiv.org/content/10.1101/2020.05.24.20112300v1.article-metrics
30	medRxiv	Infectious Diseases	Jonathan M Read,  Jessica RE Bridgen,  Derek AT Cummings, ...	Novel coronavirus 2019-nCoV: early estimation of epidemiological parameters and epidemic predictions	https://www.medRxiv.org/content/10.1101/2020.01.23.20018549v1.article-metrics
105	medRxiv	Infectious Diseases	Steven Riley,  Kylie E. C. Ainslie,  Oliver Eales, ...	Community prevalence of SARS-CoV-2 virus in England during May 2020: REACT study	https://www.medRxiv.org/content/10.1101/2020.07.10.20150524v1.article-metrics
138	medRxiv	Infectious Diseases	Tyler J Ripperger,  Jennifer L Uhrlaub,  Makiko Watanabe, ...	Detection, prevalence, and duration of humoral responses to SARS-CoV-2 under conditions of limited population exposure.	https://www.medRxiv.org/content/10.1101/2020.08.14.20174490v1.article-metrics
132	medRxiv	Infectious Diseases	Elizabeth V. Robilotti,  N. Esther Babady,  Peter A. Mead, ...	Determinants of Severity in Cancer Patients with COVID-19 Illness	https://www.medRxiv.org/content/10.1101/2020.05.04.20086322v1.article-metrics
73	medRxiv	Infectious Diseases	Lauren B Rodda,  Jason Netland,  Laila Shehata, ...	Functional SARS-CoV-2-specific immune memory persists after mild COVID-19	https://www.medRxiv.org/content/10.1101/2020.08.11.20171843v1.article-metrics
27	medRxiv	Infectious Diseases	José Manuel Casas Rojo,  Juan Miguel Antón Santos,  Jesús Millán Núñez-Cortés, ...	Clinical characteristics of patients hospitalized with COVID-19 in Spain: results from the SEMI-COVID-19 Network.	https://www.medRxiv.org/content/10.1101/2020.05.24.20111971v1.article-metrics
115	medRxiv	Infectious Diseases	Ugur Sahin,  Alexander Muik,  Evelyna Derhovanessian, ...	Concurrent human antibody andTH1 type T-cell responses elicited by a COVID-19 RNA vaccine	https://www.medRxiv.org/content/10.1101/2020.07.17.20140533v1.article-metrics
140	medRxiv	Infectious Diseases	Joshua L Santarpia,  Vicki L Herrera,  Danielle N Rivera, ...	The Infectious Nature of Patient-Generated SARS-CoV-2 Aerosol	https://www.medRxiv.org/content/10.1101/2020.07.13.20041632v1.article-metrics
1	medRxiv	Infectious Diseases	Jack F. Schijven,  Lucie C Vermeulen,  Arno Swart, ...	Exposure assessment for airborne transmission of SARS-CoV-2 via breathing, speaking, coughing and sneezing	https://www.medRxiv.org/content/10.1101/2020.07.02.20144832v1.article-metrics
123	medRxiv	Infectious Diseases	Torsten Seemann,  Courtney Lane,  Norelle Sherry, ...	Tracking the COVID-19 pandemic in Australia using genomics	https://www.medRxiv.org/content/10.1101/2020.05.12.20099929v1.article-metrics
103	medRxiv	Infectious Diseases	Jeffrey Seow,  Carl Graham,  Blair Merrick, ...	Longitudinal evaluation and decline of antibody responses in SARS-CoV-2 infection	https://www.medRxiv.org/content/10.1101/2020.07.09.20148429v1.article-metrics
68	medRxiv	Infectious Diseases	Maryam Shakiba,  Seyed Saeed Hashemi Nazari,  Fardin Mehrabian, ...	Seroprevalence of COVID-19 virus infection in Guilan province, Iran	https://www.medRxiv.org/content/10.1101/2020.04.26.20079244v1.article-metrics
20	medRxiv	Infectious Diseases	Amir Shamshirian,  Amirhossein Hessami,  Keyvan Heydari, ...	Hydroxychloroquine Versus COVID-19: A Rapid Systematic Review and Meta-Analysis	https://www.medRxiv.org/content/10.1101/2020.04.14.20065276v1.article-metrics
155	medRxiv	Infectious Diseases	Aditi Shastri,  Justin Wheat,  Sachee Agrawal, ...	Delayed clearance of SARS-CoV2 in male compared to female patients: High ACE2 expression in testes suggests possible existence of gender-specific viral reservoirs	https://www.medRxiv.org/content/10.1101/2020.04.16.20060566v1.article-metrics
156	medRxiv	Infectious Diseases	Anita Shet,  Debashree Ray,  Neelika Malavige, ...	Differential COVID-19-attributable mortality and BCG vaccine use in countries	https://www.medRxiv.org/content/10.1101/2020.04.01.20049478v1.article-metrics
134	medRxiv	Infectious Diseases	Danuta M Skowronski,  Inna Sekirov,  Suzana Sabaiduc, ...	Low SARS-CoV-2 sero-prevalence based on anonymized residual sero-survey before and after first wave measures in British Columbia, Canada, March-May 2020	https://www.medRxiv.org/content/10.1101/2020.07.13.20153148v1.article-metrics
71	medRxiv	Infectious Diseases	Dieter De Smet,  Kristof De Smet,  Pauline Herroelen, ...	Vitamin D deficiency as risk factor for severe COVID-19: a convergence of two pandemics	https://www.medRxiv.org/content/10.1101/2020.05.01.20079376v1.article-metrics
111	medRxiv	Infectious Diseases	Werner Solbach,  Julia Schiffner,  Insa Backhaus, ...	Antibody profiling of COVID-19 patients in an urban low-incidence region in Northern Germany	https://www.medRxiv.org/content/10.1101/2020.05.30.20111393v1.article-metrics
21	medRxiv	Infectious Diseases	Henry M Staines,  Daniela E Kirwan,  David J Clark, ...	Dynamics of IgG seroconversion and pathophysiology of COVID-19 infections	https://www.medRxiv.org/content/10.1101/2020.06.07.20124636v1.article-metrics
24	medRxiv	Infectious Diseases	Hendrik Streeck,  Bianca Schulte,  Beate Kuemmerer, ...	Infection fatality rate of SARS-CoV-2 infection in a German community with a super-spreading event	https://www.medRxiv.org/content/10.1101/2020.05.04.20090076v1.article-metrics
51	medRxiv	Infectious Diseases	Silvia Stringhini,  Ania Wisniak,  Giovanni Piumatti, ...	Repeated seroprevalence of anti-SARS-CoV-2 IgG antibodies in a population-based sample from Geneva, Switzerland	https://www.medRxiv.org/content/10.1101/2020.05.02.20088898v1.article-metrics
23	medRxiv	Infectious Diseases	Takehiro Takahashi,  Patrick Wong,  Mallory Ellingson, ...	Sex differences in immune responses to SARS-CoV-2 that underlie disease outcomes	https://www.medRxiv.org/content/10.1101/2020.06.06.20123414v1.article-metrics
100	medRxiv	Infectious Diseases	Morihito Takita,  Tomoko Matsumura,  Kana Yamamoto, ...	Preliminary Results of Seroprevalence of SARS-CoV-2 at Community Clinics in Tokyo	https://www.medRxiv.org/content/10.1101/2020.04.29.20085449v1.article-metrics
121	medRxiv	Infectious Diseases	Morihito Takita,  Tomoko Matsumura,  Kana Yamamoto, ...	Regional Difference in Seroprevalence of SARS-CoV-2 in Tokyo: Results from the community point-of-care antibody testing	https://www.medRxiv.org/content/10.1101/2020.06.03.20121020v1.article-metrics
107	medRxiv	Infectious Diseases	Chuen Wen Tan,  Liam Pock Ho,  Shirin Kalimuddin, ...	A cohort study to evaluate the effect of combination Vitamin D, Magnesium and Vitamin B12 (DMB) on progression to severe outcome in older COVID-19 patients.	https://www.medRxiv.org/content/10.1101/2020.06.01.20112334v1.article-metrics
54	medRxiv	Infectious Diseases	Wei Tang,  Zhujun Cao,  Mingfeng Han, ...	Hydroxychloroquine in patients with COVID-19: an open-label, randomized, controlled trial	https://www.medRxiv.org/content/10.1101/2020.04.10.20060558v1.article-metrics
148	medRxiv	Infectious Diseases	Julie Toubiana,  Clement Poirault,  Alice Corsia, ...	Outbreak of Kawasaki disease in children during COVID-19 pandemic: a prospective observational study in Paris, France	https://www.medRxiv.org/content/10.1101/2020.05.10.20097394v1.article-metrics
92	medRxiv	Infectious Diseases	Sophie Uyoga,  Ifedayo M.O. Adetifa,  Henry K. Karanja, ...	Seroprevalence of anti-SARS-CoV-2 IgG antibodies in Kenyan blood donors	https://www.medRxiv.org/content/10.1101/2020.07.27.20162693v1.article-metrics
57	medRxiv	Infectious Diseases	Anna Vaisman-Mentesh,  Yael Dror,  Ran Tur-Kaspa, ...	SARS-CoV-2 specific memory B cells frequency in recovered patient remains stable while antibodies decay over time	https://www.medRxiv.org/content/10.1101/2020.08.23.20179796v1.article-metrics
38	medRxiv	Infectious Diseases	Luca Valenti,  Annalisa Bergna,  Serena Pelusi, ...	SARS-CoV-2 seroprevalence trends in healthy blood donors during the COVID-19 Milan outbreak	https://www.medRxiv.org/content/10.1101/2020.05.11.20098442v1.article-metrics
146	medRxiv	Infectious Diseases	Olga Vasylyeva,  Tara Chen,  John Hanna, ...	Remdesivir for COVID-19: match-population analysis with compassionate use of Remdesivir for severe COVID-19	https://www.medRxiv.org/content/10.1101/2020.07.22.20160002v1.article-metrics
12	medRxiv	Infectious Diseases	Chantal B.F. Vogels,  Doug Brackney,  Jianhui Wang, ...	SalivaDirect: Simple and sensitive molecular diagnostic test for SARS-CoV-2 surveillance	https://www.medRxiv.org/content/10.1101/2020.08.03.20167791v1.article-metrics
48	medRxiv	Infectious Diseases	Ania Wajnberg,  Fatima Amanat,  Adolfo Firpo, ...	SARS-CoV-2 infection induces robust, neutralizing antibody responses that are stable for at least three months	https://www.medRxiv.org/content/10.1101/2020.07.14.20151126v1.article-metrics
126	medRxiv	Infectious Diseases	Ania Wajnberg,  Mayce Mansour,  Emily Leven, ...	Humoral immune response and prolonged PCR positivity in a cohort of 1343 SARS-CoV 2 patients in the New York City region	https://www.medRxiv.org/content/10.1101/2020.04.30.20085613v1.article-metrics
113	medRxiv	Infectious Diseases	Edward E. Walsh,  Robert Frenck,  Ann R. Falsey, ...	RNA-Based COVID-19 Vaccine BNT162b2 Selected for a Pivotal Efficacy Study	https://www.medRxiv.org/content/10.1101/2020.08.17.20176651v1.article-metrics
31	medRxiv	Infectious Diseases	Lucas Walz,  Avi J. Cohen,  Andre P. Rebaza, ...	Janus Kinase-Inhibitor and Type I Interferon Ability to Produce Favorable Clinical Outcomes in COVID-19 Patients: A Systematic Review and Meta-Analysis	https://www.medRxiv.org/content/10.1101/2020.08.10.20172189v1.article-metrics
76	medRxiv	Infectious Diseases	Ming Wang,  Qing Wu,  Wanzhou Xu, ...	Clinical diagnosis of 8274 samples with 2019-novel coronavirus in Wuhan	https://www.medRxiv.org/content/10.1101/2020.02.12.20022327v1.article-metrics
102	medRxiv	Infectious Diseases	Helen Ward,  Christina J Atchison,  Matthew Whitaker, ...	Antibody prevalence for SARS-CoV-2 in England following first peak of the pandemic: REACT2 study in 100,000 adults	https://www.medRxiv.org/content/10.1101/2020.08.12.20173690v1.article-metrics
65	medRxiv	Infectious Diseases	Sebastian Weis,  Andre Scherag,  Michael Baier, ...	Seroprevalence of SARS-CoV-2 antibodies in an entirely PCR-sampled and quarantined community after a COVID-19 outbreak - the CoNAN study	https://www.medRxiv.org/content/10.1101/2020.07.15.20154112v1.article-metrics
55	medRxiv	Infectious Diseases	Drew Weissman,  Mohamad-Gabriel Alameh,  Tushan de Silva, ...	D614G Spike Mutation Increases SARS CoV-2 Susceptibility to Neutralization.	https://www.medRxiv.org/content/10.1101/2020.07.22.20159905v1.article-metrics
129	medRxiv	Infectious Diseases	Jeffrey D. Whitman,  Joseph Hiatt,  Cody T. Mowery, ...	Test performance evaluation of SARS-CoV-2 serological assays	https://www.medRxiv.org/content/10.1101/2020.04.25.20074856v1.article-metrics
78	medRxiv	Infectious Diseases	Roman Woelfel,  Victor Max Corman,  Wolfgang Guggemos, ...	Clinical presentation and virological assessment of hospitalized cases of coronavirus disease 2019 in a travel-associated transmission cluster	https://www.medRxiv.org/content/10.1101/2020.03.05.20030502v1.article-metrics
